fips,location,year,type,age,sex,count,population,rate,unstable,ci,lci,uci,
"27000","Minnesota","2015-2019","Non-Hodgkin lymphoma","All Ages","Male","4047","13849753","26.6","false","(25.8 - 27.4)","25.8","27.4"
"27000","Minnesota","2010-2014","Pancreas","All Ages","Male","1975","13360340","14.4","false","(13.7 - 15.0)","13.7","15"
"27000","Minnesota","2015-2019","Pancreas","All Ages","Male","2395","13849753","15.4","false","(14.7 - 16.0)","14.7","16"
"27000","Minnesota","2015-2019","Thyroid","All Ages","Female","2517","13967134","17.7","false","(17.0 - 18.4)","17","18.4"
"27000","Minnesota","2005-2009","Thyroid","All Ages","Male","746","12912899","5.8","false","(5.4 - 6.2)","5.4","6.2"
"27000","Minnesota","2010-2014","Non-Hodgkin lymphoma","All Ages","Male","3704","13360340","27.3","false","(26.4 - 28.2)","26.4","28.2"
"27000","Minnesota","2015-2019","Breast","All Ages","Female","22718","13967134","135.7","false","(133.9 - 137.6)","133.9","137.6"
"27000","Minnesota","2005-2009","Non-Hodgkin lymphoma","All Ages","Male","3242","12912899","26.7","false","(25.7 - 27.6)","25.7","27.6"
"27000","Minnesota","2015-2019","Thyroid","All Ages","Male","1044","13849753","7.0","false","(6.5 - 7.4)","6.5","7.4"
"27000","Minnesota","2015-2019","Mesothelioma","All Ages","Female","89","13967134","0.5","false","(0.4 - 0.6)","0.4","0.6"
"27000","Minnesota","2010-2014","Breast","50+ years","Female","16534","4756818","355.4","false","(349.9 - 360.9)","349.9","360.9"
"27000","Minnesota","2005-2009","Pancreas","All Ages","Female","1331","13105678","8.9","false","(8.5 - 9.4)","8.5","9.4"
"27000","Minnesota","2015-2019","Oral and pharyngeal","All Ages","Female","1321","13967134","7.5","false","(7.1 - 7.9)","7.1","7.9"
"27000","Minnesota","2010-2014","Oral and pharyngeal","All Ages","Female","1146","13537832","7.1","false","(6.7 - 7.5)","6.7","7.5"
"27000","Minnesota","2010-2014","Mesothelioma","All Ages","Female","98","13537832","0.6","false","(0.5 - 0.8)","0.5","0.8"
"27000","Minnesota","2010-2014","Oral and pharyngeal","All Ages","Male","2519","13360340","17.1","false","(16.4 - 17.8)","16.4","17.8"
"27000","Minnesota","2005-2009","Mesothelioma","All Ages","Female","76","13105678","0.5","false","(0.4 - 0.6)","0.4","0.6"
"27000","Minnesota","2015-2019","Mesothelioma","All Ages","Male","285","13849753","2.0","false","(1.8 - 2.3)","1.8","2.3"
"27000","Minnesota","2010-2014","Mesothelioma","All Ages","Male","281","13360340","2.2","false","(1.9 - 2.5)","1.9","2.5"
